track_name,artist_names,streams,bpm,music_key,music_mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness
Notion,The Rare Occasions,421135627,160,A,Major,0.31,0.3,0.88,0.07,0.0,0.08,0.08
Formula,Labrinth,554875730,145,B,Major,0.57,0.23,0.66,0.04,0.06,0.15,0.04
Mount Everest,Labrinth,467727006,89,,Minor,0.46,0.43,0.43,0.23,0.08,0.08,0.22
Excuses,"Intense, AP Dhillon, Gurinder Gill",327498031,95,F,Minor,0.84,0.49,0.72,0.08,0.0,0.15,0.08
Cigarettes,Juice WRLD,185408548,160,D,Major,0.6,0.47,0.62,0.03,0.0,0.38,0.04
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",245400167,174,F,Minor,0.67,0.74,0.75,0.44,0.0,0.07,0.3
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",579395142,92,G,Major,0.77,0.76,0.84,0.03,0.0,0.38,0.04
Forgot About Dre,"Eminem, Dr. Dre",675039469,134,G#,Major,0.93,0.61,0.74,0.09,0.0,0.17,0.08
Down Under (feat. Colin Hay),"Luude, Colin Hay",252871192,172,B,Minor,0.31,0.04,0.86,0.01,0.0,0.28,0.17
Mujeriego,Ryan Castro,231996128,80,A,Major,0.76,0.92,0.62,0.06,0.0,0.08,0.13
HUMBLE.,Kendrick Lamar,1929770265,150,C#,Minor,0.91,0.42,0.6,0.0,0.0,0.09,0.12
Stan,"Eminem, Dido",918915401,80,F#,Minor,0.78,0.53,0.74,0.04,0.0,0.45,0.21
Contection,"GODZZ__-, Zakaria",1180896317,166,A#,Minor,0.81,0.83,0.75,0.14,0.0,0.29,0.34
Swim,Chase Atlantic,498960285,120,G#,Major,0.67,0.08,0.54,0.27,0.0,0.08,0.04
A Tu Merced,Bad Bunny,685071800,92,,Major,0.86,0.89,0.79,0.17,0.0,0.11,0.06
Numb Little Bug,Em Beihold,258714692,85,G#,Minor,0.74,0.61,0.52,0.3,0.0,0.26,0.09
212,"Mainstreet, Chefin",143139338,154,D,Minor,0.79,0.86,0.52,0.66,0.0,0.09,0.07
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",209768491,92,D,Minor,0.73,0.37,0.74,0.28,0.0,0.14,0.06
Bussin,"Nicki Minaj, Lil Baby",64714573,140,B,Major,0.89,0.75,0.7,0.06,0.0,0.13,0.05
Worst Day,Future,50746620,89,C#,Major,0.65,0.6,0.6,0.11,0.0,0.1,0.4
Malvada,Zï¿½ï¿½ Fe,154119539,135,F,Minor,0.89,0.89,0.86,0.16,0.0,0.08,0.05
Hrs and Hrs,Muni Long,181328253,140,G#,Minor,0.51,0.66,0.53,0.6,0.0,0.11,0.18
Alien Blues,Vundabar,370068639,82,D#,Major,0.47,0.44,0.76,0.08,0.91,0.09,0.03
Thinking Out Loud,Ed Sheeran,2280566092,79,D,Major,0.78,0.58,0.45,0.47,0.0,0.18,0.03
Still Don't Know My Name,Labrinth,563902868,88,F,Major,0.31,0.31,0.63,0.47,0.27,0.21,0.12
Christmas Tree,V,317622165,139,F,Major,0.44,0.18,0.38,0.7,0.0,0.12,0.04
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",291709698,124,,Minor,0.73,0.68,0.83,0.55,0.0,0.9,0.07
When I R.I.P.,Labrinth,203680270,80,G#,Minor,0.39,0.45,0.55,0.73,0.0,0.09,0.21
Do We Have A Problem?,"Nicki Minaj, Lil Baby",81350745,120,C#,Minor,0.84,0.54,0.51,0.47,0.0,0.12,0.4
Forever,Labrinth,282883169,80,E,Minor,0.56,0.19,0.46,0.92,0.72,0.11,0.03
Gospel (with Eminem),"Eminem, Dr. Dre",64787943,117,C#,Major,0.92,0.62,0.86,0.11,0.0,0.24,0.24
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2484812918,117,A,Minor,0.76,0.77,0.52,0.04,0.0,0.08,0.03
NEW MAGIC WAND,"Tyler, The Creator",461437791,140,F,Minor,0.62,0.46,0.73,0.1,0.0,0.67,0.11
Adore You,Harry Styles,1439191367,99,G#,Major,0.68,0.57,0.77,0.02,0.0,0.1,0.05
La Santa,"Daddy Yankee, Bad Bunny",759208783,93,C#,Major,0.74,0.59,0.87,0.03,0.0,0.08,0.05
Something In The Way - Remastered 2021,Nirvana,368646862,106,G#,Major,0.44,0.08,0.2,0.74,0.42,0.11,0.03
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",299634472,124,G,Major,0.81,0.68,0.63,0.17,0.0,0.1,0.22
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",756907987,95,G#,Major,0.76,0.96,0.7,0.18,0.0,0.33,0.04
Una Noche en Medellï¿½,Cris Mj,682475162,96,A#,Minor,0.87,0.82,0.53,0.1,0.0,0.05,0.08
Envolver,Anitta,546191065,92,E,Minor,0.81,0.4,0.73,0.15,0.0,0.09,0.08
Starlight,Dave,229473310,124,G,Major,0.95,0.36,0.37,0.35,0.0,0.1,0.28
Hati-Hati di Jalan,Tulus,202677468,72,F#,Major,0.64,0.76,0.44,0.7,0.09,0.12,0.04
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,121913181,71,,Minor,0.28,0.26,0.2,0.19,0.0,0.3,0.03
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",208166039,135,A,Minor,0.78,0.55,0.57,0.04,0.0,0.1,0.08
Yo Voy (feat. Daddy Yankee),Zion & Lennox,527033089,95,A#,Major,0.81,0.56,0.7,0.04,0.0,0.05,0.24
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",94616487,71,C#,Minor,0.59,0.7,0.74,0.56,0.0,0.11,0.4
Jordan,Ryan Castro,394030335,180,A#,Minor,0.8,0.71,0.68,0.06,0.0,0.1,0.37
Nail Tech,Jack Harlow,193443895,150,E,Minor,0.65,0.11,0.58,0.0,0.0,0.12,0.09
Chale,Eden Muï¿½ï,299648208,189,G#,Major,0.55,0.86,0.44,0.4,0.0,0.07,0.04
DARARI,Treasure,182978249,85,,Major,0.72,0.55,0.64,0.49,0.0,0.07,0.04
Ya No Somos Ni Seremos,Christian Nodal,319757142,140,G,Major,0.59,0.73,0.45,0.44,0.0,0.34,0.03
Thinking with My Dick,"Kevin Gates, Juicy J",109091573,81,,Major,0.77,0.68,0.7,0.06,0.0,0.17,0.2
Freaky Deaky,"Tyga, Doja Cat",153240879,104,D,Minor,0.8,0.24,0.65,0.02,0.0,0.09,0.04
this is what falling in love feels like,JVKE,346127840,129,B,Major,0.42,0.33,0.44,0.62,0.0,0.08,0.06
La Zona,Bad Bunny,312622938,94,C#,Minor,0.76,0.81,0.8,0.2,0.0,0.25,0.04
Bohemian Rhapsody - Remastered 2011,Queen,2197010679,71,,Minor,0.41,0.23,0.4,0.27,0.0,0.3,0.05
Hope,XXXTENTACION,1200808494,146,A,Minor,0.59,0.23,0.46,0.66,0.0,0.15,0.06
Levitating,Dua Lipa,797196073,103,F#,Minor,0.69,0.9,0.88,0.05,0.0,0.29,0.08
Wake Me Up - Radio Edit,Avicii,1970673297,124,D,Major,0.53,0.66,0.78,0.0,0.0,0.16,0.05
"jealousy, jealousy",Olivia Rodrigo,665765558,164,A#,Minor,0.7,0.71,0.58,0.24,0.0,0.07,0.13
Monï¿½ï¿½y so,YEAT,263779030,138,D,Major,0.69,0.35,0.57,0.12,0.0,0.1,0.09
Demasiadas Mujeres,C. Tangana,339473453,126,A,Minor,0.67,0.37,0.46,0.13,0.0,0.1,0.39
Something Just Like This,"The Chainsmokers, Coldplay",2204080728,103,B,Minor,0.61,0.47,0.65,0.03,0.0,0.17,0.04
Closer,"The Chainsmokers, Halsey",2591224264,95,G#,Major,0.75,0.64,0.52,0.41,0.0,0.11,0.03
O.O,NMIXX,135444283,200,B,Minor,0.39,0.28,0.77,0.04,0.0,0.06,0.29
Somebody That I Used To Know,"Gotye, Kimbra",1457139296,129,,Major,0.86,0.75,0.52,0.54,0.0,0.1,0.04
Tom's Diner,"AnnenMayKantereit, Giant Rooks",236872197,98,F#,Minor,0.68,0.33,0.43,0.38,0.0,0.36,0.14
First Class,Jack Harlow,694525298,107,G#,Major,0.91,0.32,0.56,0.03,0.0,0.11,0.1
Plan A,Paulo Londra,240661097,174,,Major,0.58,0.56,0.83,0.05,0.0,0.07,0.04
Fuera del mercado,Danny Ocean,421365166,92,G#,Major,0.45,0.27,0.67,0.32,0.0,0.13,0.14
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",349746291,90,G,Major,0.81,0.59,0.83,0.09,0.0,0.11,0.05
When You're Gone,Shawn Mendes,255120451,147,F,Major,0.6,0.58,0.69,0.02,0.0,0.58,0.04
In My Head,Lil Tjay,190981339,143,C#,Major,0.68,0.41,0.55,0.16,0.0,0.1,0.12
Wait a Minute!,Willow,924193303,101,D#,Minor,0.76,0.63,0.71,0.03,0.0,0.1,0.03
LOVE DIVE,IVE,305771063,118,C#,Minor,0.7,0.54,0.71,0.0,0.0,0.33,0.04
Pantysito,"Feid, Alejo, Robi",273005485,98,G,Minor,0.83,0.63,0.74,0.14,0.0,0.16,0.06
Chance,Paulo Londra,89566512,138,C#,Minor,0.72,0.22,0.46,0.24,0.0,0.09,0.06
Cool for the Summer,Demi Lovato,677389855,114,F,Minor,0.59,0.3,0.62,0.01,0.0,0.08,0.04
psychofreak (feat. WILLOW),"Camila Cabello, Willow",75476209,180,G,Minor,0.63,0.45,0.64,0.34,0.0,0.09,0.08
Angel Baby,Troye Sivan,408843328,145,B,Major,0.56,0.41,0.57,0.01,0.0,0.13,0.03
Vampiro,"Matuï¿½ï¿½, Wiu, ",187772591,115,G#,Minor,0.78,0.63,0.64,0.01,0.0,0.07,0.04
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",178512385,82,A#,Major,0.79,0.48,0.84,0.13,0.0,0.21,0.23
Right On,Lil Baby,101780047,166,D,Major,0.7,0.22,0.61,0.02,0.0,0.1,0.34
Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",118381354,92,,Major,0.86,0.91,0.79,0.29,0.0,0.6,0.16
That's Hilarious,Charlie Puth,146363130,108,F#,Major,0.71,0.55,0.44,0.74,0.0,0.11,0.06
Soy El Unico,Yahritza Y Su Esencia,126443991,84,E,Minor,0.71,0.63,0.45,0.45,0.0,0.11,0.03
RUMBATï¿½,Daddy Yankee,157990698,95,D#,Minor,0.69,0.9,0.91,0.06,0.0,0.35,0.04
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",176290831,135,D#,Minor,0.93,0.77,0.45,0.25,0.0,0.13,0.27
Falling,Harry Styles,1023187129,110,E,Major,0.57,0.06,0.27,0.84,0.0,0.09,0.03
Sigue,"Ed Sheeran, J Balvin",106933107,88,G,Major,0.89,0.59,0.64,0.05,0.0,0.19,0.07
Fim de Semana no Rio,teto,139193812,119,C#,Minor,0.87,0.28,0.5,0.12,0.0,0.1,0.1
MANIAC,Stray Kids,212234990,120,C#,Major,0.58,0.71,0.8,0.15,0.0,0.07,0.41
There's Nothing Holdin' Me Back,Shawn Mendes,1714490998,122,D,Major,0.86,0.97,0.8,0.36,0.0,0.09,0.06
IDGAF (with blackbear),"Blackbear, BoyWithUke",197643795,98,F,Major,0.78,0.83,0.75,0.41,0.0,0.27,0.08
Golden,Harry Styles,807015863,140,E,Minor,0.45,0.25,0.84,0.21,0.0,0.13,0.06
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",933815613,116,F#,Minor,0.79,0.87,0.81,0.04,0.0,0.1,0.04
Ain't Shit,Doja Cat,499710590,124,D#,Major,0.86,0.62,0.49,0.51,0.0,0.35,0.21
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",120847157,105,A,Minor,0.91,0.73,0.72,0.13,0.0,0.09,0.15
Still Life,BIGBANG,53909146,118,G#,Major,0.68,0.24,0.58,0.44,0.0,0.06,0.03
Photograph,Ed Sheeran,2236667932,108,E,Major,0.61,0.2,0.38,0.61,0.0,0.1,0.05
Love Yourself,Justin Bieber,2123309722,100,E,Major,0.61,0.53,0.38,0.84,0.0,0.28,0.44
N95,Kendrick Lamar,301242089,140,D#,Minor,0.81,0.39,0.66,0.38,0.0,0.12,0.14
About Damn Time,Lizzo,723894473,109,A#,Minor,0.84,0.72,0.74,0.1,0.0,0.34,0.07
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",237351106,101,C#,Minor,0.78,0.4,0.74,0.36,0.0,0.17,0.27
Despuï¿½ï¿½s de la P,Bad Bunny,461558540,78,F,Major,0.56,0.61,0.9,0.36,0.0,0.18,0.31
Un Ratito,Bad Bunny,417230415,93,,Minor,0.79,0.22,0.55,0.31,0.0,0.12,0.05
United In Grief,Kendrick Lamar,156898322,87,G#,Major,0.52,0.32,0.83,0.24,0.0,0.17,0.43
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",127309180,153,A#,Minor,0.55,0.5,0.78,0.19,0.0,0.11,0.35
Yo No Soy Celoso,Bad Bunny,313113297,142,,Major,0.87,0.93,0.59,0.28,0.0,0.17,0.05
Rich Spirit,Kendrick Lamar,173702135,96,A#,Minor,0.85,0.41,0.43,0.39,0.0,0.12,0.21
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",271666301,125,,Major,0.5,0.39,0.78,0.04,0.0,0.11,0.33
Me Fui de Vacaciones,Bad Bunny,305650299,85,A#,Major,0.71,0.43,0.65,0.23,0.0,0.09,0.05
Silent Hill,"Kendrick Lamar, Kodak Black",123216717,140,C#,Minor,0.92,0.78,0.57,0.46,0.0,0.14,0.09
La Corriente,"Tony Dize, Bad Bunny",479655659,196,B,Minor,0.66,0.58,0.79,0.23,0.0,0.22,0.2
Count Me Out,Kendrick Lamar,126191104,134,G,Major,0.78,0.51,0.43,0.69,0.0,0.14,0.09
Andrea,"Buscabulla, Bad Bunny",344055883,103,C#,Minor,0.8,0.45,0.62,0.76,0.0,0.1,0.38
Dos Mil 16,Bad Bunny,338422004,130,C#,Major,0.82,0.5,0.67,0.12,0.0,0.13,0.05
We Cry Together,"Kendrick Lamar, Taylour Paige",68895644,108,B,Major,0.65,0.52,0.69,0.31,0.0,0.08,0.36
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",86176890,123,G#,Major,0.61,0.66,0.71,0.53,0.0,0.32,0.46
Un Coco,Bad Bunny,403231558,152,B,Major,0.84,0.74,0.69,0.21,0.0,0.18,0.06
Otro Atardecer,"Bad Bunny, The Marï¿½ï",319546754,108,D,Major,0.78,0.55,0.6,0.59,0.0,0.07,0.04
Worldwide Steppers,Kendrick Lamar,61739839,72,A#,Minor,0.56,0.56,0.47,0.76,0.0,0.08,0.36
Aguacero,Bad Bunny,283359161,121,F#,Minor,0.86,0.67,0.65,0.42,0.0,0.35,0.07
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",76831876,138,D#,Minor,0.57,0.71,0.82,0.19,0.0,0.15,0.29
Un Verano Sin Ti,Bad Bunny,283332261,188,F,Minor,0.5,0.41,0.5,0.69,0.0,0.12,0.06
ULTRA SOLO,"Polima WestCoast, Pailita",307752576,110,C#,Major,0.8,0.26,0.85,0.23,0.0,0.11,0.21
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,279737940,105,G#,Major,0.81,0.77,0.79,0.19,0.0,0.47,0.08
El Apagï¿½,Bad Bunny,212351890,118,G#,Major,0.63,0.6,0.7,0.05,0.0,0.09,0.31
Callaita,"Bad Bunny, Tainy",1304313953,176,D,Major,0.61,0.24,0.62,0.6,0.0,0.24,0.31
Dua Lipa,Jack Harlow,150500965,158,B,Major,0.83,0.41,0.65,0.0,0.1,0.11,0.08
Agosto,Bad Bunny,246127838,115,C#,Minor,0.85,0.72,0.58,0.09,0.0,0.49,0.12
House Of Memories,Panic! At The Disco,582863434,110,B,Minor,0.51,0.48,0.82,0.0,0.0,0.05,0.03
Mr. Morale,"Kendrick Lamar, Tanna Leone",58687425,174,A,Major,0.73,0.26,0.54,0.3,0.0,0.34,0.32
That That (prod. & feat. SUGA of BTS),"PSY, Suga",212109195,130,E,Major,0.91,0.91,0.96,0.03,0.0,0.03,0.09
In The Stars,Benson Boone,382199619,78,A#,Major,0.36,0.3,0.54,0.34,0.0,0.14,0.05
Rich - Interlude,Kendrick Lamar,41210087,104,G,Major,0.44,0.74,0.42,0.88,0.0,0.09,0.09
SUPERMODEL,Mï¿½ï¿½ne,231657891,121,G,Major,0.64,0.8,0.88,0.0,0.0,0.12,0.06
Stefania (Kalush Orchestra),KALUSH,53729194,105,D,Major,0.83,0.32,0.82,0.14,0.0,0.12,0.04
Thousand Miles,The Kid Laroi,244741137,81,G,Major,0.38,0.2,0.66,0.09,0.0,0.09,0.08
Crown,Kendrick Lamar,42485571,170,C#,Minor,0.37,0.14,0.24,0.8,0.0,0.11,0.04
Auntie Diaries,Kendrick Lamar,37778188,78,G,Major,0.43,0.6,0.38,0.76,0.01,0.48,0.38
PUFFIN ON ZOOTIEZ,Future,254218729,125,G#,Major,0.88,0.28,0.66,0.06,0.0,0.13,0.31
Mirror,Kendrick Lamar,53603447,92,E,Minor,0.66,0.29,0.65,0.23,0.0,0.08,0.07
Beautiful Girl,Luciano,160035717,140,B,Minor,0.84,0.61,0.42,0.31,0.0,0.09,0.09
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",164163229,96,,Major,0.61,0.32,0.9,0.25,0.0,0.1,0.09
Savior - Interlude,Kendrick Lamar,37091576,118,F,Minor,0.66,0.83,0.43,0.84,0.0,0.19,0.19
Pasoori,"Shae Gill, Ali Sethi",284249832,92,B,Minor,0.71,0.67,0.6,0.07,0.0,0.06,0.04
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",33381454,140,G#,Minor,0.49,0.5,0.37,0.87,0.0,0.11,0.35
TUS Lï¿½ï¿½GR,"Sech, Mora",184622518,174,C#,Major,0.68,0.45,0.71,0.18,0.0,0.11,0.25
Where Did You Go?,"MNEK, Jax Jones",300983101,127,A#,Major,0.77,0.53,0.78,0.19,0.0,0.29,0.04
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",121077868,96,B,Major,0.71,0.37,0.52,0.62,0.0,0.11,0.36
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",106919680,150,G#,Minor,0.82,0.82,0.66,0.13,0.0,0.11,0.06
ZOOM,Jessi,136996305,100,F#,Major,0.87,0.46,0.6,0.01,0.0,0.13,0.16
SloMo,Chanel,65719930,105,C#,Minor,0.73,0.59,0.81,0.13,0.0,0.09,0.06
FEARLESS,LE SSERAFIM,229497852,104,G,Major,0.86,0.43,0.62,0.05,0.0,0.13,0.14
10 Things I Hate About You,Leah Kate,185550869,154,G#,Major,0.54,0.45,0.79,0.01,0.0,0.17,0.05
SPACE MAN,Sam Ryder,54682594,80,B,Major,0.47,0.33,0.83,0.18,0.0,0.1,0.05
With you,"HA SUNG WOON, Jimin",240580042,150,D#,Major,0.53,0.14,0.43,0.64,0.0,0.13,0.03
Iris,The Goo Goo Dolls,1284942608,156,B,Minor,0.32,0.49,0.72,0.0,0.0,0.09,0.04
The Heart Part 5,Kendrick Lamar,71423324,98,G#,Minor,0.76,0.79,0.81,0.18,0.0,0.06,0.34
San Lucas,Kevin Kaarl,244891912,92,G,Major,0.58,0.27,0.36,0.86,0.0,0.09,0.03
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,132171975,144,E,Major,0.47,0.07,0.5,0.32,0.0,0.07,0.04
Good Looking,Suki Waterhouse,184706613,150,E,Major,0.37,0.27,0.56,0.08,0.0,0.13,0.03
Flowers,Lauren Spencer Smith,184826429,138,D#,Major,0.7,0.31,0.44,0.84,0.0,0.09,0.39
Yet To Come,BTS,302006641,172,C#,Major,0.56,0.68,0.89,0.04,0.0,0.33,0.19
Run BTS,BTS,330881149,77,G#,Major,0.72,0.7,0.82,0.02,0.0,0.04,0.17
Music For a Sushi Restaurant,Harry Styles,334733572,107,B,Major,0.72,0.36,0.72,0.26,0.06,0.11,0.04
Matilda,Harry Styles,366214458,114,D,Major,0.51,0.39,0.29,0.9,0.0,0.1,0.04
For Youth,BTS,114546317,117,D,Major,0.63,0.29,0.51,0.43,0.0,0.25,0.04
Daylight,Harry Styles,290833204,146,,Major,0.69,0.63,0.45,0.48,0.0,0.18,0.04
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,448500832,160,G#,Minor,0.8,0.74,0.6,0.08,0.0,0.14,0.26
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",136676504,120,G,Major,0.88,0.15,0.56,0.01,0.0,0.08,0.06
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",190625045,100,B,Minor,0.82,0.76,0.7,0.16,0.0,0.08,0.05
Born Singer,BTS,79095270,158,G#,Minor,0.6,0.68,0.84,0.04,0.0,0.24,0.11
Little Freak,Harry Styles,273194684,142,D#,Major,0.56,0.4,0.54,0.72,0.0,0.1,0.04
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",333146475,170,A,Minor,0.8,0.77,0.85,0.11,0.0,0.17,0.14
True Love,"Kanye West, XXXTENTACION",194902696,84,F,Minor,0.71,0.39,0.86,0.02,0.0,0.51,0.25
Satellite,Harry Styles,311482393,139,,Major,0.58,0.3,0.46,0.14,0.0,0.09,0.03
Pass The Dutchie,Musical Youth,195918494,151,G,Major,0.73,0.88,0.67,0.2,0.0,0.32,0.05
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",248511839,128,C#,Minor,0.82,0.42,0.75,0.06,0.0,0.63,0.06
Love Of My Life,Harry Styles,233671263,118,G,Major,0.56,0.2,0.54,0.67,0.0,0.06,0.05
Grapejuice,Harry Styles,199587884,183,F,Major,0.65,0.88,0.72,0.36,0.14,0.2,0.03
So Good,Halsey,91781263,83,D#,Minor,0.63,0.29,0.62,0.04,0.0,0.18,0.04
Belly Dancer,"BYOR, Imanbek",383835984,122,C#,Major,0.85,0.42,0.8,0.06,0.0,0.17,0.14
Keep Driving,Harry Styles,236060709,165,A,Major,0.72,0.9,0.48,0.32,0.0,0.18,0.23
Cinema,Harry Styles,189236868,106,A,Minor,0.83,0.9,0.64,0.35,0.05,0.09,0.04
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",160845341,77,B,Major,0.81,0.68,0.58,0.83,0.0,0.11,0.34
Only Love Can Hurt Like This,Paloma Faith,588955257,91,G#,Major,0.57,0.3,0.89,0.1,0.0,0.33,0.08
Hold My Hand,Lady Gaga,238350348,148,G,Major,0.51,0.21,0.63,0.05,0.0,0.41,0.03
Daydreaming,Harry Styles,187703102,114,E,Minor,0.71,0.9,0.81,0.31,0.02,0.13,0.03
Numb,"Marshmello, Khalid",295307001,120,,Minor,0.91,0.63,0.77,0.12,0.01,0.1,0.05
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",138334433,92,F#,Major,0.83,0.56,0.82,0.1,0.0,0.09,0.05
Me and Your Mama,Childish Gambino,445590495,118,F,Major,0.56,0.25,0.45,0.01,0.03,0.07,0.03
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",286739476,123,E,Minor,0.6,0.46,0.71,0.03,0.0,0.16,0.04
SLOW DANCING IN THE DARK,Joji,1122364376,89,D#,Major,0.52,0.28,0.48,0.54,0.01,0.19,0.03
Antes de Perderte,Duki,157136970,110,F,Minor,0.81,0.61,0.93,0.49,0.0,0.12,0.11
Boyfriends,Harry Styles,137070925,118,,Major,0.42,0.32,0.2,0.94,0.0,0.11,0.04
295,Sidhu Moose Wala,183273246,90,B,Minor,0.68,0.54,0.76,0.21,0.0,0.11,0.2
Tak Ingin Usai,Keisya Levronka,184807630,130,,Major,0.49,0.14,0.4,0.82,0.0,0.11,0.03
En El Radio Un Cochinero,Victor Cibrian,164856284,154,F#,Minor,0.7,0.97,0.62,0.47,0.0,0.1,0.04
Master of Puppets (Remastered),Metallica,704171068,105,E,Minor,0.54,0.59,0.83,0.0,0.44,0.2,0.04
BREAK MY SOUL,Beyoncï¿,354614964,115,C#,Minor,0.7,0.87,0.88,0.04,0.0,0.26,0.08
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",279717388,110,C#,Major,0.91,0.59,0.82,0.08,0.0,0.06,0.08
Massive,Drake,195628667,125,E,Minor,0.51,0.05,0.68,0.12,0.02,0.15,0.06
Betty (Get Money),Yung Gravy,221752937,102,C#,Major,0.73,0.62,0.75,0.0,0.0,0.34,0.08
Ojos Marrones,Lasso,263280370,120,G#,Minor,0.81,0.72,0.65,0.04,0.0,0.14,0.04
POP!,Nayeon,213505179,97,D,Major,0.8,0.36,0.86,0.04,0.0,0.03,0.05
Layla,"Schï¿½ï¿½rze, DJ R",130419412,140,F,Minor,0.44,0.41,0.92,0.0,0.0,0.44,0.07
MORE,j-hope,155795783,97,D,Major,0.78,0.31,0.72,0.01,0.0,0.11,0.04
Sweet Child O' Mine,Guns N' Roses,1553497987,125,F#,Major,0.45,0.67,0.9,0.09,0.11,0.1,0.05
Last Last,Burna Boy,293466523,88,D#,Minor,0.8,0.55,0.56,0.13,0.0,0.08,0.09
SNAP,Rosa Linn,711366595,170,,Major,0.56,0.52,0.64,0.11,0.0,0.45,0.07
Sticky,Drake,191448892,137,A#,Minor,0.88,0.08,0.49,0.09,0.0,0.09,0.14
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",85924992,157,A,Major,0.88,0.52,0.69,0.0,0.0,0.08,0.23
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",176103902,130,F#,Major,0.95,0.83,0.57,0.54,0.0,0.1,0.25
La Loto,"Anitta, Tini, Becky G",121189256,90,C#,Major,0.85,0.8,0.83,0.1,0.0,0.08,0.11
die first,Nessa Barrett,131746175,183,G#,Minor,0.44,0.44,0.67,0.07,0.0,0.12,0.13
Afraid To Feel,LF System,244790012,128,C#,Major,0.58,0.68,0.91,0.02,0.0,0.27,0.11
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",129314708,130,D#,Minor,0.71,0.78,0.4,0.46,0.0,0.07,0.45
cï¿½ï¿½mo dormi,Rels B,331511413,126,C#,Major,0.63,0.56,0.43,0.24,0.0,0.12,0.23
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",219196651,120,,Major,0.77,0.94,0.87,0.02,0.0,0.23,0.12
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",170732845,130,E,Minor,0.72,0.18,0.46,0.07,0.0,0.28,0.08
Caile,Luar La L,273914335,122,,Major,0.7,0.46,0.76,0.3,0.0,0.09,0.45
Si Te La Encuentras Por Ahï¿,Feid,179061440,172,G#,Minor,0.74,0.46,0.58,0.15,0.0,0.13,0.08
GIVENCHY,Duki,185236961,103,G#,Major,0.61,0.38,0.62,0.14,0.0,0.23,0.4
ALIEN SUPERSTAR,Beyoncï¿,171788484,122,A#,Minor,0.55,0.46,0.64,0.0,0.0,0.17,0.1
Mary On A Cross,Ghost,387080183,130,B,Major,0.47,0.56,0.9,0.0,0.0,0.1,0.04
