uri,track_name,artist_names,peak_rank,weeks_on_chart,danceability,energy,music_key,loudness,music_mode,speechiness,acousticness,tempo
spotify:track:4d1CG5ei1E2vGbvmgf5KKv,this love (taylor’s version),taylor swift,50,2,0.47,0.494,E,-8.672,Major,0.0349,0.302,144.039
spotify:track:3XREkzDHsWdBL5tybyCDBH,slomo,chanel,179,1,0.728,0.814,C#,-3.29,Minor,0.0571,0.125,104.962
spotify:track:3nhGk6VnrDHy67pXvMhdPa,space man,sam ryder,186,1,0.467,0.828,B,-2.22,Major,0.0489,0.181,79.978
spotify:track:2HbKqm4o0w5wEeEFXm2sD4,money trees,"kendrick lamar, jay rock",143,8,0.716,0.531,G,-7.355,Major,0.122,0.0703,71.994
spotify:track:1ZMGp9MTXbtAPvcKa0U3zS,brividi,"mahmood, blanco",9,2,0.523,0.614,G,-4.435,Major,0.0347,0.448,122.962
spotify:track:42Xba467wgGvYrR2EE6s0i,cigarettes,juice wrld,27,1,0.597,0.615,D,-6.346,Major,0.0421,0.0303,160.014
spotify:track:79nEEoEPY2w8EXj9hjn5oc,ginseng strip 2002,yung lean,44,2,0.601,0.712,C#,-9.433,Major,0.0431,0.0848,114.998
spotify:track:1PNs0uGru3TcrA94kpyGnc,do we have a problem?,"nicki minaj, lil baby",48,1,0.842,0.505,C#,-8.627,Minor,0.402,0.472,119.993
spotify:track:3a94TbZOxhkI9xuNwYL53b,black summer,red hot chili peppers,79,1,0.417,0.682,C#,-5.071,Major,0.0295,0.0267,105.542
spotify:track:0hluyTCTSua59xYuIRqpe5,ovunque sarai,irama,112,1,0.359,0.434,C,-6.068,Major,0.0305,0.582,79.133
spotify:track:11iIikXxC6NP0Ma8vMD27x,alien blues,vundabar,118,4,0.467,0.757,D#,-5.093,Major,0.033,0.0807,82.282
spotify:track:6BczFLHW9aIf9aWn5NFuNL,don't play that,"king von, 21 savage",144,1,0.947,0.605,A#,-8.621,Minor,0.346,0.0748,129.988
spotify:track:3t4KHjd8uQpJJ2fa0fRIpR,high,the chainsmokers,70,2,0.601,0.787,C,-6.178,Major,0.031,0.0492,134.981
spotify:track:0jLeyuu6mtsD384054xLah,ciao ciao,la rappresentante di lista,151,1,0.747,0.819,E,-4.602,Minor,0.134,0.125,117.994
spotify:track:5elW2CKSoqjYoJ32AGDxf1,polaroid love,enhypen,158,2,0.738,0.67,G,-3.766,Minor,0.0439,0.458,138.055
spotify:track:6N22FZs2ZhPBYi3b9XPajV,still don't know my name,labrinth,53,16,0.316,0.63,F,-5.963,Major,0.117,0.471,89.643
spotify:track:0GsZZWhBMIQXAmPYPJ3PRQ,insuperabile,rkomi,180,1,0.667,0.848,E,-5.195,Minor,0.0851,0.0344,122.035
spotify:track:5HujDMiRNqZwEzVAh3oFD3,farfalle,sangiovanni,181,1,0.733,0.784,D#,-5.211,Major,0.0606,0.0927,120.016
spotify:track:2t16D9V5FmmRAJjsSpwvZf,when i r.i.p.,labrinth,192,1,0.417,0.551,G#,-6.456,Minor,0.174,0.73,87.614
spotify:track:2QWEMqQMJR1KDf6hDjJOs6,arson,j-hope,37,1,0.938,0.798,C#,-3.998,Major,0.103,0.00813,99.992
spotify:track:7GARzfC1mwhDuk4t9WOACq,more,j-hope,22,3,0.783,0.722,D,-4.864,Major,0.0357,0.00537,97.031
spotify:track:3ujiq7yK4Uan5z4876fHLK,layla,"dj robin, schürze",61,3,0.442,0.922,F,-2.918,Minor,0.0695,0.00134,140.082
spotify:track:5lfWrciYtohtIMVDVZd0Rf,"stay with me (with justin timberlake, halsey, & pharrell)","calvin harris, justin timberlake, halsey, pharrell williams",86,1,0.81,0.733,A,-6.338,Major,0.0444,0.276,125.975
spotify:track:4rmVZajAF7PkrCagGPHbqa,sticky,drake,17,5,0.853,0.495,F#,-14.63,Major,0.14,0.0917,137.027
spotify:track:13Irp51zj01BZu2XtDrnAg,2 be loved (am i ready),lizzo,167,1,0.721,0.769,G,-4.111,Major,0.105,0.0922,155.932
spotify:track:0i4UV3HjjvsUuV3BajEXoD,baile no morro,"mc tairon, mc vitin da igrejinha, dj win",154,3,0.714,0.404,D#,-7.903,Minor,0.453,0.457,130.088
spotify:track:5PZAbR6JHYYV9xp5gv0XES,bandido,"zé felipe, mc mari",125,4,0.882,0.721,B,-2.851,Minor,0.0512,0.0958,120.018
spotify:track:737gzPI5VAmgUGWiJ9yXuu,"1, 2, 3 (feat. jason derulo & de la ghetto)","sofía reyes, jason derulo, de la ghetto",31,36,0.792,0.895,C#,-3.112,Minor,0.0587,0.165,94.968
spotify:track:3gUzi41YOt3VExeyHSLsMj,s!r! (feat. lazza & sfera ebbasta),"thasup, lazza, sfera ebbasta",185,1,0.675,0.739,F#,-4.603,Minor,0.0524,0.387,149.959
spotify:track:3AbNNvo2OmyeDMvRBgf9vk,la loto,"tini, becky g, anitta",157,2,0.855,0.83,C#,-2.815,Major,0.106,0.0783,90.009
spotify:track:21szgNA72iLwvBxHQLgwBh,die first,nessa barrett,194,1,0.444,0.669,G#,-6.727,Minor,0.125,0.0669,183.441
spotify:track:7CAdT0HdiQNlt1C7xk2hep,stay alive (prod. suga of bts),jung kook,10,1,0.512,0.76,D,-5.889,Minor,0.0682,0.299,130.096
spotify:track:6N1K5OVVCopBjGViHs2IvP,the joker and the queen (feat. taylor swift),"ed sheeran, taylor swift",20,1,0.528,0.309,C,-7.398,Major,0.0329,0.924,133.83
spotify:track:4huBDGP4I3S0pYI0EaRN1c,city of gods,"fivio foreign, kanye west, alicia keys",57,1,0.474,0.801,G#,-5.978,Minor,0.375,0.102,147.356
spotify:track:4LwU4Vp6od3Sb08CsP99GC,the next episode,"dr. dre, snoop dogg",86,1,0.922,0.909,A#,-2.429,Minor,0.27,0.0281,95.295
spotify:track:7lcI4X8RZxK4zIknJcwpBq,bussin,"nicki minaj, lil baby",122,1,0.893,0.699,B,-8.059,Major,0.0517,0.0576,139.972
spotify:track:7KXjTSCq5nL1LoYtL7XAwS,humble.,kendrick lamar,1,96,0.908,0.621,C#,-6.638,Minor,0.102,0.000282,150.011
spotify:track:6potEImiklXkwD9qFzpu15,forever,labrinth,185,1,0.563,0.459,E,-7.781,Minor,0.0292,0.92,79.983
spotify:track:70pwY1UfPmSVE3ybPjFy0p,worst day,future,192,1,0.646,0.597,C#,-6.045,Major,0.401,0.11,88.506
spotify:track:0fv2KH6hac06J86hBUTcSf,new magic wand,"tyler, the creator",54,3,0.621,0.73,F,-5.414,Minor,0.107,0.0967,139.566
spotify:track:35wvL50xvKpCHEJPxLOLPI,si estuviésemos juntos,bad bunny,197,1,0.672,0.594,C#,-6.813,Minor,0.0789,0.0626,171.854
spotify:track:35COLcFjvONwVv6jkG23gI,boys don't cry,anitta,107,1,0.589,0.842,F,-4.86,Major,0.0372,0.00178,164.163
spotify:track:6MOst484piqXpzPPRRe8i5,vice city,xxxtentacion,181,1,0.853,0.467,A,-6.843,Minor,0.195,0.00596,87.023
spotify:track:0KCSJzsQVxkloxoT7dyrqV,the rumbling (tv size),sim,192,1,0.408,0.875,G#,-1.536,Major,0.0546,1.68e-05,144.975
spotify:track:1Ov37jtRQ2YNAe8HzfczkL,wildest dreams (taylor's version),taylor swift,29,11,0.583,0.67,G#,-7.289,Major,0.0646,0.0374,140.061
spotify:track:6NHpyYvJyQsg2nXXzGYc2R,thought you should know,morgan wallen,123,1,0.529,0.695,F#,-6.174,Major,0.0278,0.488,139.993
spotify:track:6wyhUr4Xw8z5uSy0AhoZfU,i'm on one (feat. drake),"future, drake",48,2,0.773,0.707,B,-5.71,Major,0.0568,0.0103,76.977
spotify:track:7IBLt4Qarf4JDLxIQDv2O5,d.m.b.,a$ap rocky,159,1,0.727,0.616,G#,-8.487,Major,0.338,0.542,140.014
spotify:track:7Bot6AB2dsvZEyqzUL8AUH,i'd do anything to make you smile,jack harlow,187,1,0.832,0.522,D,-7.244,Major,0.05,0.012,150.044
spotify:track:3FSwpQ9dBZBeBV6UdYHI2R,712pm,future,61,1,0.711,0.686,F,-6.409,Minor,0.271,0.0355,146.971
spotify:track:7rWCWzPRftzZTZtIyQtaDU,keep it burnin (feat. kanye west),"future, kanye west",85,1,0.652,0.578,C,-6.187,Major,0.161,0.00861,87.395
spotify:track:0AAVJIN4plafvmNKqRCltG,i'm dat n****,future,86,1,0.911,0.573,D,-5.573,Major,0.163,0.0112,144.026
spotify:track:4XJRpBOG0bU3Nxnvam3FnC,love you better,future,131,1,0.709,0.357,F,-9.289,Major,0.214,0.478,75.494
spotify:track:7HCX1Ch3mklJyEdpwPZBFW,for a nut (feat. gunna & young thug),"future, gunna, young thug",139,1,0.824,0.667,A#,-6.603,Minor,0.0814,0.00321,82.037
spotify:track:2tzgSUZOUKopYbRqQOVT8X,massaging me,future,180,1,0.916,0.453,C#,-4.148,Major,0.158,0.000189,145.007
spotify:track:1Ijpng3ZLhTRcEd8iqh4p4,gold stacks,future,190,1,0.763,0.526,F,-6.753,Minor,0.355,0.00937,181.856
spotify:track:5bLGQqcpsz5ISWeihZfJnR,are you entertained (feat. ed sheeran),"russ, ed sheeran",60,1,0.587,0.61,A#,-6.881,Minor,0.234,0.0402,130.063
spotify:track:0N9C80kcgL0xXGduKnYKWi,love lost,"mac miller, the temper trap",175,1,0.735,0.812,D,-4.417,Major,0.151,0.528,109.835
spotify:track:4xxeEWGQNFQ6qehlnev5LS,te amo demais,marília mendonça,177,1,0.713,0.625,C,-3.473,Major,0.0268,0.573,114.023
spotify:track:3uJFmluXzYedoJcvhpC1AW,hot shit (feat. ye & lil durk),"cardi b, kanye west, lil durk",54,2,0.878,0.685,A,-5.28,Major,0.225,0.00152,157.003
spotify:track:00imgaPlYRrMGn9o83hfmk,loose change,brent faiyaz,178,1,0.574,0.369,C#,-8.931,Minor,0.0814,0.753,84.975
spotify:track:3XgGQ1wjo5khvq2UImjyNF,all mine,brent faiyaz,188,1,0.617,0.378,A,-8.54,Major,0.0315,0.428,141.967
spotify:track:5QvW5lK6mkfTegpAK9JOO7,paris to tokyo,"fivio foreign, the kid laroi",198,1,0.642,0.787,F,-6.389,Minor,0.17,0.0185,146.733
spotify:track:3Z7CaxQkqbIs1rewKi6v4W,hot in it,"tiësto, charli xcx",150,1,0.748,0.841,G,-5.08,Major,0.177,0.00445,123.045
spotify:track:7sA2SKTo1QbTSSYn5YvJC4,sharks,imagine dragons,111,2,0.927,0.642,A#,-4.466,Minor,0.0657,0.00791,123.969
spotify:track:6Kfoo60npYPdvNxMPMiDpX,wrapped around your finger,post malone,69,1,0.744,0.628,D,-5.435,Major,0.0287,0.0493,119.966
spotify:track:1NvpO1o8SpkdH3txtJQQc7,lemon tree,post malone,71,1,0.611,0.584,B,-6.897,Minor,0.0301,0.083,116.106
spotify:track:67dU06KGaJHLLlo5Y5bkD2,reputation,post malone,74,1,0.314,0.439,D,-5.726,Major,0.0311,0.671,180.119
spotify:track:2OcSE0EXzgUuqkM1NIJPHJ,wasting angels (with the kid laroi),"post malone, the kid laroi",75,1,0.583,0.43,A,-7.748,Major,0.0353,0.801,84.967
spotify:track:4IxeKzzxUSEgivgtbSbyIK,i cannot be (a sadder song) (with gunna),"post malone, gunna",86,1,0.517,0.668,C#,-6.012,Major,0.116,0.0712,79.782
spotify:track:2meHtZ7N97pJfvTL4hYtfv,insane,post malone,97,1,0.645,0.671,A#,-7.208,Minor,0.0459,0.0597,82.546
spotify:track:6R9c642Hs3tOdLowjYaWt2,love/hate letter to alcohol (with fleet foxes),"post malone, fleet foxes",115,1,0.475,0.569,E,-7.073,Minor,0.0343,0.037,108.007
spotify:track:1oc92BMKYkNxK17C2GtyRM,distraction,polo g,121,1,0.713,0.689,B,-5.99,Major,0.255,0.16,156.934
spotify:track:5Ja2u1FPlVxrxeMWEa2dcn,when i’m alone,post malone,177,1,0.485,0.656,A#,-6.121,Minor,0.0528,0.0346,140.107
spotify:track:7JyFwJC3uRpiNfq7oKafgn,euthanasia,post malone,191,1,0.301,0.303,E,-12.39,Major,0.0458,0.177,141.997
spotify:track:4C6Uex2ILwJi9sZXRdmqXp,super freaky girl,nicki minaj,16,1,0.95,0.891,D,-2.653,Major,0.241,0.0645,133.01
spotify:track:6i1g5ZRmJZAkDwBaUZ3f2i,caile,luar la l,75,1,0.704,0.756,C,-4.948,Major,0.448,0.298,121.737
spotify:track:79HZAZNnOE97rb2hnI0XQr,lokera,"rauw alejandro, lyanno, brray",95,1,0.834,0.828,B,-2.657,Minor,0.0452,0.21,102.019
spotify:track:2HZLXBOnaSRhXStMLrq9fD,mary on a cross,ghost,135,1,0.466,0.9,B,-4.469,Major,0.0447,0.000235,130.02
spotify:track:2pIUpMhHL6L9Z5lnKxJJr9,attention,newjeans,137,1,0.811,0.648,A#,-3.684,Minor,0.0368,0.236,104.988
spotify:track:6qyS9qBy0mEk3qYaH8mPss,murder in my mind,kordhell,163,1,0.712,0.972,A#,-0.514,Major,0.112,0.00547,119.966
spotify:track:0a4MMyCrzT0En247IhqZbD,hype boy,newjeans,171,1,0.593,0.935,E,-3.43,Minor,0.225,0.268,99.976
spotify:track:5kpxVMDvYGRmNqawPqDTYR,jgl,"la adictiva banda san josé de mesillas, luis r conriquez",173,1,0.702,0.586,G#,-5.317,Major,0.118,0.55,112.852
spotify:track:7DbdUf8aHSYoliSjO6LZv6,"sex, drugs, etc.",beach weather,175,1,0.572,0.839,E,-5.083,Minor,0.0377,0.013,143.969
spotify:track:4UyVCLbNG8yhrqbzeSmdho,don't you worry,"black eyed peas, shakira, david guetta",189,1,0.816,0.874,B,-4.822,Major,0.0308,0.201,131.967
spotify:track:6tTeRmhhuwDl5Y4UiJdHuO,attention,"omah lay, justin bieber",104,1,0.817,0.72,F,-8.134,Minor,0.0809,0.172,119.989
spotify:track:374EllG6WyKdKvklfanNZT,ay! (feat. lil wayne),"machine gun kelly, lil wayne",114,1,0.741,0.616,D,-6.686,Major,0.034,0.052,147.008
spotify:track:7JIIY2oDPFkURYMCLJuzhe,"elliot's song - from ""euphoria"" an hbo original series","dominic fike, zendaya",130,1,0.394,0.327,E,-14.291,Major,0.114,0.849,93.358
spotify:track:1W1N3usYjgI3XGQA0iX9Vq,sehnsucht,"miksu / macloud, t-low",200,1,0.804,0.645,F#,-7.069,Minor,0.0773,0.642,142.09
spotify:track:5zyZM1EiSqrniyqtprwxpv,falling back,drake,10,1,0.718,0.758,A#,-8.29,Major,0.0703,0.238,118.989
spotify:track:7a5fliY9SsZENrQWQBZron,texts go green,drake,25,1,0.765,0.627,C,-4.607,Major,0.0622,0.000916,118.997
spotify:track:0nAZGkBGKQCXyaoSJfRhC1,a keeper,drake,28,1,0.6,0.482,C#,-11.596,Major,0.0701,0.512,121.909
spotify:track:7sT7kZEYd1MrmzLLIRVZas,calling my name,drake,30,1,0.826,0.276,B,-11.227,Minor,0.266,0.62,123.985
spotify:track:7IaeavdRzXYQWfu2Wt5GlU,currents,drake,38,1,0.883,0.283,C,-12.653,Major,0.113,0.104,122.013
spotify:track:23Z3bbYcl1PdcPJemLa4zc,flight's booked,drake,49,1,0.593,0.41,D#,-13.097,Minor,0.0531,0.886,122.584
spotify:track:5lVmzrKaqPpPYtF7udoiNq,intro,drake,61,1,0.193,0.0218,C,-31.16,Minor,0.0389,0.955,125.501
spotify:track:1MJHXJ8bdoynpEtCLCbkWf,overdrive,drake,68,1,0.502,0.645,D,-10.611,Minor,0.122,0.444,109.739
spotify:track:5KW4KhJIAbVVSH6pJ4GPkb,tie that binds,drake,87,1,0.775,0.688,E,-10.912,Minor,0.0593,0.0176,120.017
spotify:track:0PKpNkxX3FkcfgxCQUXXds,down hill,drake,89,1,0.718,0.319,D#,-11.261,Major,0.0435,0.965,109.994
spotify:track:2vy9Ry1TNjCD85TiCbTz0r,liability,drake,96,1,0.557,0.706,C,-6.592,Major,0.0649,0.268,105.013
spotify:track:28n8z9IQKyjMPxmvYMBqZa,the kind of love we make,luke combs,194,1,0.608,0.745,C#,-4.13,Major,0.0277,0.0226,102.025
spotify:track:0qYW2jULeN9giEty0ee9Fy,botadinha saliente,mc rogerinho,105,1,0.985,0.698,C,-2.531,Major,0.0341,0.142,119.959
spotify:track:1M5OUvKG03C0QtzvxRS4Zk,depende,"dj guuga, wesley safadão, zé felipe",129,1,0.886,0.909,D,-1.84,Minor,0.0642,0.125,130.027
spotify:track:3ITkrUvAA6gzxer2UIom3P,molhando o volante,jorge & mateus,186,2,0.772,0.647,A#,-5.404,Major,0.0758,0.707,130.183
spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,closer,"the chainsmokers, halsey",2,179,0.748,0.524,G#,-5.599,Major,0.0338,0.414,95.01
spotify:track:3XYRV7ZSHqIRDG87DKTtry,permission to dance,bts,5,26,0.702,0.741,A,-5.33,Major,0.0427,0.00544,124.925
spotify:track:6krYS8KtmNAYyb5uTZiYW4,dawn fm,the weeknd,27,1,0.28,0.478,A,-8.755,Minor,0.037,0.674,111.65
spotify:track:5XbA7TAqsD0fj0dGBrbb0D,i heard you’re married (feat. lil wayne),"the weeknd, lil wayne",28,1,0.736,0.848,A,-5.494,Minor,0.171,0.103,109.946
spotify:track:6zzdyvVWjGrQBraSvuqJPY,starry eyes,the weeknd,35,1,0.309,0.418,A,-8.622,Minor,0.031,0.465,134.23
spotify:track:759ndr57jb0URg4j9YSWml,a tale by quincy,the weeknd,54,1,0.447,0.513,F,-8.67,Minor,0.127,0.679,67.289
spotify:track:6a4GH1gljLL7VvmO9u5O92,don’t break my heart,the weeknd,55,1,0.767,0.618,A#,-7.163,Major,0.032,0.31,121.959
spotify:track:3vJcz8exedHCjQ9ed95NqU,every angel is terrifying,the weeknd,62,1,0.447,0.959,C,-5.59,Major,0.348,0.109,118.167
spotify:track:1NlK2NtpuUazpziLhnJwEV,phantom regret by jim,the weeknd,92,1,0.394,0.519,A,-11.042,Minor,0.0465,0.75,110.113
spotify:track:3XLbDUB5BX2WqL2qoAsvtb,thought i was playing,"gunna, 21 savage",94,1,0.679,0.73,C#,-7.483,Major,0.0689,0.00421,148.038
spotify:track:6gPPoRYJwCsoB2VVdPJfmo,miserable man,david kushner,135,1,0.632,0.349,A#,-10.289,Major,0.0346,0.926,109.981
spotify:track:0boodYr1uIpSVmGSP65Fmk,25k jacket (feat. lil baby),"gunna, lil baby",141,1,0.903,0.537,F,-6.854,Minor,0.283,0.16,115.013
spotify:track:2iCDO8ePNuCvMiMFc0FQdA,alotta cake,gunna,146,1,0.895,0.543,B,-6.766,Minor,0.298,0.181,120.078
spotify:track:2ZGEjmwyeZ3rpEezkZwqOP,mop (feat. young thug),"gunna, young thug",160,1,0.878,0.575,A,-8.732,Major,0.284,0.00293,144.918
spotify:track:6M3PsepEj5gyJoIi7Xvr7u,take my breath - single version,the weeknd,7,21,0.747,0.739,G#,-6.008,Major,0.0487,0.0106,120.996
spotify:track:0lJE8f0lx8mUSfMyxeYpiC,bar,"tini, l-gante",99,9,0.523,0.691,C#,-3.802,Major,0.0833,0.133,94.148
spotify:track:0So2sgVa8aJiARPl2P29u2,pope is a rockstar,sales,108,5,0.725,0.446,E,-8.958,Minor,0.0287,0.85,90.024
spotify:track:1TUuhV75FeOF6UObRsABo2,don't think jesus,morgan wallen,96,1,0.578,0.431,D,-7.034,Major,0.0269,0.469,116.979
spotify:track:3GbQcjKWT7eVpUfzqwUjxv,late to da party (f*ck bet) (feat. youngboy never broke again),"lil nas x, youngboy never broke again",86,1,0.872,0.422,C#,-7.415,Minor,0.363,0.0254,149.956
spotify:track:7My9ca9QEIR8MvIOdIrTWA,from the d 2 the lbc (with snoop dogg),"eminem, snoop dogg",135,1,0.73,0.785,A,-7.986,Minor,0.243,0.105,82.037
spotify:track:4axSuOg3BqsowKjRpj59RU,carolina - from the motion picture “where the crawdads sing”,taylor swift,152,1,0.476,0.189,B,-13.777,Minor,0.0329,0.904,115.851
